tweet,class,date_posted
"Closed due to accident in NwSide on US-290 EB between Huffmeister and Hwy 6, stopped traffic back to Telge traffic ",0,2017-07-29 23:13:08+00:00
"Closed due to accident in NwSide on US-290 EB between Huffmeister and Hwy 6, stopped traffic back to Spg Cypress, delay of 50 mins traffic",0,2017-07-29 21:53:15+00:00
"Closed due to accident in NorthSide on I-45 SB between Tidwell Rd. and Airline, stopped traffic back to W Mt. Houston, delay of 37 mins",0,2017-07-29 21:17:57+00:00
Closed due to accident in SeSide on I-45 SB between The S Sam Houston Pkwy and Scarsdale traffic ,0,2017-07-29 07:34:00+00:00
"All main lanes closed for an accident. in Brookshire on I-10 katy Fwy Inbound between Brazos River and FM 1489, ... ",0,2017-07-28 22:33:28+00:00
All main lanes closed for an accident. in Brookshire on I-10 katy Fwy Inbound between Brazos River and FM 1489 traffic,0,2017-07-28 22:26:56+00:00
Closed due to accident in Cypress on Hwy 99 EB after Telge Rd and before Boudreaux Rd traffic ,0,2017-07-28 11:16:26+00:00
"Exit ramp closed. accident in Downtown on I-10 E Fwy Inbound at 69 Eastex Fwy, stopped traffic back to Lathrop, delay of 20 mins traffic",0,2017-07-28 11:09:34+00:00
"Exit ramp closed. accident in Downtown on I-10 E Fwy Inbound at 69 Eastex Fwy, stopped traffic back to Lockwood, delay of 10 mins traffic",0,2017-07-28 10:51:44+00:00
Exit ramp closed. accident in Downtown on I-10 E Fwy Inbound at 69 Eastex Fwy traffic ,0,2017-07-28 10:44:55+00:00
Emergency crews temporarily closed the frontage road in NorthSide on The hardy tollroad frontage Rd Outbound at The S Toll Plz traffic,0,2017-07-27 20:51:49+00:00
All main lanes closed for a vehicle fire. in Northside on the hardy tollroad Outbound between Aldine Mail Rte an... ,0,2017-07-27 20:46:32+00:00
All main lanes closed for a vehicle fire. in Northside on the hardy tollroad Outbound between Aldine Mail Rte an... ,0,2017-07-27 20:46:25+00:00
Hov lane closed in Spring on I-45 N Fwy HOV Ln Inbound from Paramatta to I-10 traffic ,0,2017-07-27 11:17:57+00:00
Semi leaking fuel. all lanes closed in Channelview on I-10 WB between Magnolia and Cedar Ln traffic ,0,2017-07-27 08:30:56+00:00
Closed due to accident in Channelview on I-10 WB between Magnolia and Cedar Ln traffic ,0,2017-07-27 06:59:25+00:00
Closed for an accident in Katy on I-10 katy Fwy frontage Rd Outbound at Hwy 99 traffic ,0,2017-07-25 20:46:53+00:00
All main lanes closed for major accident in EastSide on Hwy 225 laporte Fwy Outbound between Battleground Rd. an... ,0,2017-07-24 21:40:48+00:00
Closed due to accident in NwSide on 290 NW Fwy WB at Gessner traffic ,0,2017-07-22 23:10:56+00:00
"Closed due to accident in NwSide on 290 NW Fwy WB at Gessner, stopped traffic back to Bingle traffic ",0,2017-07-22 21:43:03+00:00
Closed due to accident in BushAirport on Beltway 8 WB between John F Kennedy Blvd and Aldine Westfeild traffic ,0,2017-07-22 04:23:31+00:00
All lanes closed due to an accident in SwSide on 69 SW Fwy frontage Rd Outbound between Bissonnet and The W Sam Houston Tollway traffic,0,2017-07-21 21:42:18+00:00
"Road construction. two right lanes closed. in Eastside on 610 E Lp SB at The Port Of Houston, stop and go traffic back to Clinton traffic",0,2017-07-21 20:19:15+00:00
"Road construction. two right lanes closed. in Eastside on 610 E Lp SB at The Port Of Houston, stop and go traffic back to Clinton traffic",0,2017-07-21 16:04:06+00:00
"Road construction. two right lanes closed. in Eastside on 610 E Lp SB at The Port Of Houston, stop and go traffic back to Turning Basin Dr.",0,2017-07-21 14:28:15+00:00
Hov lane closed in Harris on I-45 Gulf Fwy HOV Ln Inbound from Beginning Of I-45 Hov Ln to S Sam Houston Tollway traffic,0,2017-07-21 10:59:21+00:00
Closed due to accident in SeSide on I-45 SB before Fuqua and to Dixie Farm Rd. traffic ,0,2017-07-21 10:19:38+00:00
Closed due to accident in SeSide on I-45 SB after Fuqua and Dixie Farm Rd. traffic ,0,2017-07-21 10:12:33+00:00
Closed due to accident in SeSide on I-45 SB between Scarsdale and Dixie Farm Rd. traffic ,0,2017-07-21 08:29:35+00:00
"Closed due to accident in Eastside on 610 E Lp NB at Turning Basin Dr. and before Market, stopped traffic back to The Port Of Houston",0,2017-07-20 17:07:05+00:00
Closed due to accident in Spring on Hwy 99 EB between I-45 and Hardy Toll Rd traffic ,0,2017-07-20 02:22:06+00:00
"Road construction. two right lanes closed in NeSide on 69 Eastex Fwy Inbound at Little York, stop and go traffic back to E. Mt Houston",0,2017-07-19 21:15:14+00:00
Exit ramp closed in SouthSide on 610 S Lp WB at Hwy 288 traffic ,0,2017-07-19 19:33:08+00:00
Exit ramp closed in SouthSide on 610 S Lp EB at Hwy 288 traffic ,0,2017-07-19 19:31:16+00:00
"Road construction, left lane closed in SouthSide on S Sam Houston Tollway WB from The SE Toll Plz to Cullen, stopped traffic back to Mykawa",0,2017-07-19 15:44:41+00:00
"Road construction, left lane closed in SouthSide on S Sam Houston Tollway WB at Mykawa, stop and go traffic back to Telephone Rd traffic",0,2017-07-18 16:22:48+00:00
"Road construction, right lane closed in Richmond on 69 SW Fwy Outbound at Williams Wy Boulevard, stop and go traffic back to Hwy 99",0,2017-07-18 14:27:11+00:00
"Road construction, right lane closed in Richmond on 69 SW Fwy Outbound at Williams Wy Boulevard, stopped traffic back to Hwy 99 traffic",0,2017-07-18 13:50:37+00:00
"Road construction, right lane closed in Richmond on 69 SW Fwy Outbound at Williams Wy Boulevard, stop and go traffic back to Brazos River",0,2017-07-18 13:04:56+00:00
"Right lane closed for emergency construction in Richmond on 69 SW Fwy Outbound at Williams Wy Boulevard, stop an... ",0,2017-07-17 18:41:20+00:00
"Right lane closed for emergency construction in Richmond on 69 SW Fwy Outbound at Williams Wy Boulevard, stop an... ",0,2017-07-17 18:18:23+00:00
"Road construction, right lane closed in SoutheastSide on 610 E Lp NB at The Port Of Houston, stop and go traffic back to Hwy 225 traffic",0,2017-07-17 18:01:53+00:00
"Road construction, right lane closed in SeSide on 610 E Lp NB at The Port Of Houston, stop and go traffic back to Broadway, delay of 7 mins",0,2017-07-17 15:35:10+00:00
"Road construction, right lane closed in SeSide on 610 E Lp NB at The Port Of Houston, stop and go traffic back to Broadway traffic",0,2017-07-17 14:25:38+00:00
"Closed due to accident in NwSide on 290 NW Fwy Inbound after Mangum to The W Lp, stopped traffic back to Gessner, delay of 35 mins traffic",0,2017-07-17 11:52:06+00:00
"All main lanes closed due to accident in SwSide on 610 SW Fwy Inbound between Gessner and Fondren, stopped traffic back to Bissonnet",0,2017-07-13 22:16:15+00:00
All main lanes closed due to accident in SwSide on 610 SW Fwy Inbound between Gessner and Fondren traffic ,0,2017-07-13 22:15:25+00:00
"Main lanes closed for an accident in CincoRanch on I-10 katy Fwy Outbound between Mason and Hwy 99, stopped traffic back to Fry Rd.",0,2017-07-13 19:56:32+00:00
"Main lanes closed for an accident in CincoRanch on I-10 katy Fwy Outbound between Mason and Hwy 99, stopped traffic back to Westgreen Blvd",0,2017-07-13 19:53:29+00:00
Closed due to accident in Northside on Hwy 249 SB between The N Sam Houston Tollway and Hollister traffic ,0,2017-07-13 04:09:29+00:00
Closed due to accident in Harris on Hwy 249 SB at Beltway 8 traffic ,0,2017-07-13 04:08:26+00:00
Lanes closed for accident in Brookshire on I-10 katy Fwy frontage Rd Outbound between FM 1489 and Brazos River traffic,0,2017-07-12 21:01:10+00:00
Frontage lanes closed for accident in Brookshire on I-10 katy Fwy frontage Rd Outbound between FM 1489 and Brazos River traffic,0,2017-07-12 21:00:25+00:00
"Closed due to haz mat spill. in SouthSide on 288 S Fwy NB before Bellfort, stopped traffic back to Orem traffic ",0,2017-07-08 17:10:19+00:00
Closed due to accident in SeSide on I-45 SB between 610 S Lp and Broadway traffic ,0,2017-07-08 08:04:29+00:00
Closed due to accident in SouthSide on Hwy 288 S Fwy Inbound after The S Sam Houston Tollway and before Almeda G... ,0,2017-07-07 17:41:22+00:00
"Closed due to accident in NwSide on 290 NW Fwy Inbound after Gessner and before Fairbanks N Houston, stopped tra... ",0,2017-07-07 13:44:52+00:00
Exit ramp closed in IowaColony on Hwy 288 S Fwy Outbound at Hwy 6 traffic ,0,2017-07-07 10:09:38+00:00
Closed due to accident in NorthSide on I-45 SB between Parker and Tidwell Rd. traffic ,0,2017-07-07 07:16:42+00:00
"Temporarily closed for an accident. in GreenwayUpperKirby on 69 SW Fwy Outbound between Weslayan and Newcastle, ... ",0,2017-07-06 19:29:44+00:00
"Closed due to accident in Eastside on 610 E Lp SB approaching Clinton to The Port Of Houston, stopped traffic back to Gellhorn traffic",0,2017-07-05 16:17:54+00:00
"Road construction, right lane closed in SouthSide on 610 S Lp WB at Hwy 288, stop and go traffic back to Crestmont, delay of 9 mins",0,2017-07-05 15:55:47+00:00
"Road construction, right lane closed in SouthSide on 610 S Lp WB at Hwy 288, stop and go traffic back to Calais, delay of 6 mins traffic",0,2017-07-05 15:30:56+00:00
Closed due to accident in Houston on US-90 WB at Sheldon Rd to Miller Rd NO Two traffic ,0,2017-07-04 11:02:36+00:00
Off-ramp closed in SouthSide on S Sam Houston Tollway EB at Hwy 288 traffic ,0,2017-07-03 16:06:14+00:00
Closed due to accident in GulfFreeway on I-45 NB between Harborside Dr. and Tiki Island traffic ,0,2017-07-03 06:28:02+00:00
"Closed due to accident in SeSide on I-45 SB before 610 S Lp, stopped traffic back to Telephone Rd. traffic ",0,2017-07-01 23:02:59+00:00
Closed due to accident in Hockley on US-290 EB between Badtke Rd and Becker Rd traffic ,0,2017-07-01 11:41:15+00:00
Closed due to accident in Harris on 69 SW Fwy Frontage Rd WB between Kirby Dr and Weslayan St traffic ,0,2017-07-01 11:15:39+00:00
Closed due to accident in NeSide on 610 EB between 69 Eastex Fwy and Hirsch traffic ,0,2017-07-01 09:42:42+00:00
Closed due to accident in Dickinson on I-45 SB between FM 646 and FM 517 traffic ,0,2017-07-01 09:41:07+00:00
Closed due to accident in Hockley on US-290 EB between Warren Ranch Rd and Becker Rd traffic ,0,2017-07-01 08:23:10+00:00
Closed due to accident in NeSide on 610 EB between Lockwood and Homestead traffic ,0,2017-07-01 07:45:43+00:00
"Closed due to accident in NorthSide on N Sam Houston Pkwy WB at Aldine Westfeild to The Hardy Toll Rd, stopped t... ",0,2017-06-30 12:51:59+00:00
Closed due to accident in Dickinson on I-45 NB between FM 646 and FM 518 traffic ,0,2017-06-30 04:21:41+00:00
Closed due to accident in NwSide on US-290 WB between Hwy 6 and Huffmeister traffic ,0,2017-06-30 03:38:38+00:00
"Closed due to accident in Brazoria on Hwy 288 S Fwy Outbound after CR-56 and before Glen Vly Rd, stopped traffic back to Croix Rd traffic",0,2017-06-29 10:32:27+00:00
"Closed due to accident in Brazoria on Hwy 288 S Fwy Outbound after CR-56 and before Glen Vly Rd, stopped traffic back to TX-6 traffic",0,2017-06-29 10:12:47+00:00
Closed due to accident in Harris on Hwy 225 WB between Old La Porte Rd and Miller Cut Off Rd traffic ,0,2017-06-29 05:30:36+00:00
Closed due to accident in Harris on Hwy 225 EB between Miller Cut Off Rd and Old La Porte Rd traffic ,0,2017-06-29 05:30:05+00:00
Emergency road work has all main lanes closed. in SouthSide on Hwy 288 S Fwy Outbound between The S Lp and Bellfort traffic,0,2017-06-28 20:16:17+00:00
Emergency road work ... closed in SouthSide on Hwy 288 S Fwy Outbound between The S Lp and Bellfort traffic ,0,2017-06-28 20:15:39+00:00
Closed due to accident in NwSide on US-290 EB between Huffmeister and Hwy 6 traffic ,0,2017-06-28 08:52:22+00:00
"Closed due to accident in NorthSide on I-45 N Fwy Outbound after Airtex to Richey, stopped traffic back to Rankin traffic",0,2017-06-27 17:35:17+00:00
Closed due to accident in WestSide on The Westpark Tollway EB after Westpark Dr and before Hwy 6 traffic ,0,2017-06-27 17:00:13+00:00
Closed due to accident in NorthSide on 610 WB between Hirsch and 69 Eastex Fwy traffic ,0,2017-06-27 06:01:06+00:00
Closed due to flooding in Rosenberg on X-36 between Ave H and Ave H traffic ,0,2017-06-26 21:54:46+00:00
Closed due to flooding in Rosenberg on US-90 Alt between TX-36 and Radio Ln traffic ,0,2017-06-26 21:50:26+00:00
"Closed due to accident in Harris on 610 W Lp NB after Woodway and before I-10 The Katy Fwy, stopped traffic back to Post Oak Blvd. traffic",0,2017-06-26 15:00:21+00:00
"Closed due to accident on I-10 Katy Fwy Inbound after Taylor to I-45, stopped traffic back to Washington, delay of 30 mins traffic",0,2017-06-26 12:31:06+00:00
"Closed due to accident in Downtown on I-10 Katy Fwy Inbound after Taylor to I-45, stopped traffic back to T.C. Jester, delay of 15 mins",0,2017-06-26 12:09:42+00:00
"Closed due to accident in EastSide on I-10 E Fwy EB approaching Lathrop, stopped traffic back to Waco traffic ",0,2017-06-26 04:58:01+00:00
"Closed due to accident in EastSide on I-10 EB between Mercury and Federal, stopped traffic back to Lathrop traffic ",0,2017-06-26 00:22:36+00:00
Ramps closed in NorthSide on N Sam Houston Pkwy EB at The Hardy Toll Rd traffic ,0,2017-06-25 12:52:17+00:00
Closed due to accident in EastSide on I-10 EB at Mccarty traffic ,0,2017-06-25 11:54:12+00:00
"Closed due to accident in EnergyCorridor on I-10 Katy WB at Kirkwood, stopped traffic back to Wilcrest traffic ",0,2017-06-25 11:21:40+00:00
"Closed due to accident in SoutheastSide on 610 S Lp EB at Hwy 225, stopped traffic back to Broadway traffic ",0,2017-06-25 08:53:46+00:00
Closed due to flooding in SeSide on Sam Houston Tollway SB at Spencer Hwy traffic ,0,2017-06-24 15:39:57+00:00
Closed due to flooding in SeSide on Sam Houston Tollway NB at Spencer Hwy traffic ,0,2017-06-24 15:38:51+00:00
On-ramp closed in SeSide on 610 N Lp WB at The N Fwy traffic ,0,2017-06-24 15:14:06+00:00
Exit ramp closed in Richmond on US-69 SB at 762 traffic ,0,2017-06-24 13:11:11+00:00
"Closed due to accident in Harris on US-290 Inbound after Kermier Rd and before Hegar Rd, stopped traffic back to FM-2920, delay of 15 mins",0,2017-06-23 16:57:59+00:00
"Closed due to accident in NwSide on 290 NW Fwy Outbound approaching Fairbanks N Houston and before Gessner, stop... ",0,2017-06-23 12:42:40+00:00
Closed due to accident in Galleria on 610 NB between San Felipe and Post Oak Blvd. traffic ,0,2017-06-23 06:29:56+00:00
"All main lanes closed for an accident in NorthSide on I-45 N Fwy Outbound between Airtex and Richey, stopped tra... ",0,2017-06-21 20:38:33+00:00
"All main lanes closed for an accident in NorthSide on I-45 N Fwy Outbound between Airtex and Richey, stopped tra... ",0,2017-06-21 20:27:13+00:00
All mainlanes closed in SouthSide on S sam houston tollway EB at Beamer and The 45 Gulf Fwy traffic ,0,2017-06-21 20:11:51+00:00
Closed due to accident at ellington field in SeSide on The E sam houston tollway SB between Spencer Hwy and The 45 Gulf Fwy traffic,0,2017-06-21 19:44:44+00:00
All mainlanes closed in SouthSide on S sam houston tollway EB at Beamer and The 45 Gulf Fwy traffic ,0,2017-06-21 19:44:09+00:00
Closed due to major event in Ellington Field traffic ,0,2017-06-21 19:41:39+00:00
Exit ramp closed in SeSide on I-45 Gulf Fwy SB at The S Sam Houston Pkwy traffic ,0,2017-06-21 19:41:37+00:00
Exit ramp closed in SeSide on I-45 gulf Fwy NB at The S Sam Houston Pkwy traffic ,0,2017-06-21 19:09:46+00:00
Closed due to major event in Ellington Field traffic ,0,2017-06-21 19:09:46+00:00
Exit ramp closed in SeSide on I-45 gulf Fwy NB at The S Sam Houston Pkwy traffic ,0,2017-06-21 19:07:58+00:00
Exit ramp closed in SeSide on I-45 Gulf Fwy SB at The S Sam Houston Pkwy traffic ,0,2017-06-21 19:07:17+00:00
Closed due to accident at ellington field in SeSide on The E sam houston tollway SB between Spencer Hwy and The 45 Gulf Fwy traffic,0,2017-06-21 19:05:25+00:00
Exit ramps closed to the beltway in SeSide on I-45 gulf Fwy Both NB/SB at The S Sam Houston Pkwy traffic ,0,2017-06-21 19:04:52+00:00
Closed due to ellington field accident in SeSide on The E sam houston tollway SB between Spencer Hwy and The 45 Gulf Fwy traffic,0,2017-06-21 19:02:30+00:00
Closed due to ellington field accident in SeSide on The E sam houston tollway SB between Spencer Hwy and Hwy 3 traffic,0,2017-06-21 19:02:26+00:00
Closed due to ellington field accident in SeSide on The E sam houston tollway SB between Spencer Hwy and Fairmont Pkwy traffic,0,2017-06-21 18:57:05+00:00
All main lanes temporarily closed to upright the camper in Spring on I-45 N Fwy Outbound between Cypresswood and... ,0,2017-06-21 18:49:12+00:00
All lanes closed for an accident in Northside on I-45 N Fwy frontage Rd Inbound between Greens Rd. and The N Sam Houston Pkwy traffic,0,2017-06-20 21:19:40+00:00
All lanes closed for an accident in Northside on I-45 N Fwy frontage Rd Inbound between Greens Rd. and The N Sam Houston Pkwy traffic,0,2017-06-20 20:02:25+00:00
Closed due to accident in Downtown on US-69 SB between I-10 and I-45 traffic ,0,2017-06-20 07:32:17+00:00
Closed due to accident on 610 WB between Ella and T.C. Jester traffic ,0,2017-06-20 04:35:34+00:00
"Closed due to accident in Heights on I-10 Katy Fwy Inbound after Taylor and before I-45, stopped traffic back to Shepherd, delay of 10 mins",0,2017-06-19 11:48:43+00:00
"Closed due to accident in Brazoria on Hwy 288 SB between CR-56 and Glen Vly Rd, stopped traffic back to CR-48 traffic",0,2017-06-19 10:07:17+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine traffic",0,2017-06-19 09:13:05+00:00
"Closed due to road construction in EastSide on 10 E Fwy WB between The E Lp and Gellhorn, stop and go traffic back to Federal traffic",0,2017-06-19 01:22:45+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine traffic",0,2017-06-18 19:19:45+00:00
"Closed due to road construction in EastSide on 10 E Fwy WB between The E Lp and Gellhorn, stop and go traffic back to Federal traffic",0,2017-06-18 13:05:50+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine traffic",0,2017-06-18 11:05:39+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine, delay of 30 mins",0,2017-06-18 07:13:58+00:00
"Closed due to road construction in EastSide on 10 E Fwy WB between The E Lp and Gellhorn, stop and go traffic back to Federal traffic",0,2017-06-18 02:26:21+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine, delay of 30 mins",0,2017-06-18 00:21:14+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stopped traffic back to Antoine, delay of 30 mins",0,2017-06-17 20:13:42+00:00
Closed due to accident in NwSide on Hwy 249 NB between Bammel and Fallbrook traffic ,0,2017-06-17 17:57:34+00:00
Closed due to accident in NwSide on Hwy 249 SB between Bammel and Antoine Dr traffic ,0,2017-06-17 17:56:59+00:00
Closed due to accident in Galveston on Hwy 2004 SB between FM 646 Rd and FM 2917 Rd traffic ,0,2017-06-17 15:06:07+00:00
Closed due to accident in Galveston on Hwy 2004 NB between FM 646 Rd and Blimp Base Blvd traffic ,0,2017-06-17 15:05:32+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stop and go traffic back to Antoine, delay of 8 mins",0,2017-06-17 14:51:45+00:00
"Closed due to road construction in EastSide on 10 E Fwy WB between The E Lp and Gellhorn, stop and go traffic back to Federal traffic",0,2017-06-17 14:09:44+00:00
"Closed due to road construction in NwSide on 290 NW Fwy WB between Bingle and Tidwell, stop and go traffic back to 43rd traffic",0,2017-06-17 13:59:31+00:00
"All main lanes closed for an accident in Bellaire on 610 W Lp NB between Fournace and 69 The SW Fwy, stopped traffic back to Beechnut",0,2017-06-16 22:55:50+00:00
All main lanes closed for an accident in Bellaire on 610 W Lp NB between Fournace and 69 The SW Fwy traffic ,0,2017-06-16 22:43:38+00:00
Exit ramp to hwy 288 sb closed in SouthSide on 610 S Lp EB at Hwy 288 traffic ,0,2017-06-16 18:45:54+00:00
Closed due to accident in Baytown on Hwy 146 SB between The Fred Hartman Brg and Hwy 225 traffic ,0,2017-06-16 06:34:47+00:00
Closed due to accident in WestSide on US-290 EB between Antoine and I-10 direct connector traffic ,0,2017-06-16 04:22:40+00:00
Frontage road closed for an accident in NwSide on Hwy 249 NB at Grant Rd. traffic ,0,2017-06-15 18:32:37+00:00
Closed due to accident in SwSide on US-69 NB between Bellaire Blvd and Hillcroft traffic ,0,2017-06-15 02:34:19+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stop and go traffic back to Edgebrook",0,2017-06-11 13:41:21+00:00
Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd. traffic ,0,2017-06-11 10:12:34+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stopped traffic back to Edgebrook traffic",0,2017-06-11 01:13:32+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stopped traffic back to Airport traffic",0,2017-06-10 21:27:19+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stopped traffic back to Airport traffic",0,2017-06-10 17:39:20+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stop and go traffic back to Edgebrook",0,2017-06-10 11:18:49+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stop and go traffic back to Almeda Genoa",0,2017-06-10 10:20:27+00:00
"Closed due to road construction in SeSide on 45 Gulf Fwy SB between Fuqua and Dixie Farm Rd., stop and go traffic back to Fuqua traffic",0,2017-06-10 10:03:40+00:00
Closed due to accident in Dickinson on I-45 SB between FM 646 and FM 517 traffic ,0,2017-06-10 07:48:31+00:00
Closed due to accident in NwSide on US-290 WB between Spg Cypress and Cypress Rosehill traffic ,0,2017-06-10 01:47:46+00:00
Closed due to accident in Liberty on FM 1960 WB after CO Hwy 611 to past FM 2100 traffic ,0,2017-06-09 11:34:12+00:00
Exit ramp closed for pavement repair on 69 SW Fwy NB at The 610 W Lp traffic ,0,2017-06-07 22:03:59+00:00
Exit ramp closed for pavement repair on 69 SW Fwy SB at The 610 W Lp traffic ,0,2017-06-07 21:56:42+00:00
Left lane of the exit ramp closed for pavement repair on 69 SW Fwy SB at The 610 W Lp traffic ,0,2017-06-07 19:23:59+00:00
Left lane of the exit ramp closed for road repair. on 69 SW Fwy SB at The 610 W Lp traffic ,0,2017-06-07 19:22:10+00:00
Left lane of the exit ramp closed for pavement repair on 69 SW Fwy NB at The 610 W Lp traffic ,0,2017-06-07 19:21:31+00:00
Closed for an accident in Houston on I-45 N Fwy frontage Rd Outbound between Rankin Rd and E Airtex Dr traffic ,0,2017-06-07 18:27:39+00:00
Frontage road closed for an accident in Houston on I-45 N Fwy Outbound between Rankin Rd and E Airtex Dr traffic ,0,2017-06-07 18:25:54+00:00
Closed for an accident in Houston on I-45 N Fwy Outbound between Rankin Rd and E Airtex Dr traffic ,0,2017-06-07 18:20:12+00:00
"Closed due to accident in Pasadena on Hwy 225 La Porte Fwy EB at Allen Genoa and before Scarborough, stopped traffic back to Goodyear",0,2017-06-07 10:06:36+00:00
"Closed due to accident in Pasadena on Hwy 225 La Porte Fwy WB after Richey and before Scarborough, stopped traffic back to Red Bluff",0,2017-06-06 16:32:58+00:00
"Exit ramp closed in Downtown on 69 SW Fwy Inbound at I-45, stopped traffic back to Weslayan, delay of 30 mins traffic",0,2017-06-06 13:45:50+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to 610 S Lp, delay of 60 mins",0,2017-06-06 13:08:19+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Woodridge, delay of 60 mins",0,2017-06-06 12:34:27+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Wayside traffic",0,2017-06-06 12:22:04+00:00
"Exit ramp closed in Downtown on 69 SW Fwy Inbound at I-45, stopped traffic back to Spur 527, delay of 15 mins traffic",0,2017-06-06 12:21:27+00:00
Exit ramp closed in Downtown on Hwy 288 S Fwy Inbound at I-45 traffic ,0,2017-06-06 12:15:50+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Wayside, delay of 50 mins",0,2017-06-06 12:05:39+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Griggs, delay of 50 mins traffic",0,2017-06-06 11:52:36+00:00
Exit ramp closed in Downtown on 69 Eastex Fwy Inbound at I-45 traffic ,0,2017-06-06 11:50:29+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Tellepsen traffic",0,2017-06-06 11:19:40+00:00
"Closed due to accident in Downtown on I-45 Downtown NB from 69 to past Dallas St, stopped traffic back to Tellepsen, delay of 30 mins",0,2017-06-06 11:12:05+00:00
Closed due to accident in NorthSide on 610 WB between Hirsch and 69 Eastex Fwy traffic ,0,2017-06-06 06:08:41+00:00
"Main lanes closed for an accident in Pasadena on Hwy 225 La Porte WB between Richey and Scarborough, stopped traffic back to Bearle",0,2017-06-05 19:30:50+00:00
All main lanes closed for an accident in NeSide on 69 eastex Fwy Inbound between Aldine Mail Rt and E. Mt Houston traffic,0,2017-06-05 18:48:16+00:00
"All main lanes closed for major accident in Pasadena on Hwy 225 La Porte WB between Richey and Scarborough, stopped traffic back to Bearle",0,2017-06-05 18:43:22+00:00
"All main lanes closed for major accident in Pasadena on Hwy 225 La Porte WB between Shaver and Scarborough, stopped traffic back to Bearle",0,2017-06-05 18:30:30+00:00
"Closed due to accident in Waller on I-10 Katy Fwy Outbound after Waller Ave and before FM 1489, stopped traffic back to Woods Rd traffic",0,2017-06-05 17:48:03+00:00
"Closed due to accident in NorthSide on I-45 N Fwy Inbound at Gulf Bank to Shepherd, stopped traffic back to The N Sam Houston Pkwy traffic",0,2017-06-05 16:14:02+00:00
"Closed due to accident in Richmond on 69 SW Fwy Outbound after FM 762 and to Reading Rd., stopped traffic back to Williams Wy Boulevard",0,2017-06-05 13:23:06+00:00
Closed due to accident in Richmond on 69 SW Fwy Outbound after FM 762 and to Reading Rd. traffic ,0,2017-06-05 12:57:21+00:00
"Closed due to accident in Channelview on I-10 E Fwy Inbound after Magnolia and before Cedar Ln, stopped traffic back to Monmouth traffic",0,2017-06-05 10:51:25+00:00
Closed due to accident in LakeJackson on Hwy 288 S Fwy NB at FM 2004 and before S. Walker St. traffic ,0,2017-06-05 10:27:39+00:00
Closed due to accident in Angleton on Hwy 288 S Fwy SB after S. Walker St. to FM 2004 traffic ,0,2017-06-05 10:27:02+00:00
"Closed to a jackknifed 18-wheeler in Pasadena on Hwy 225 WB between Red Bluff and Pasadena Blvd, stopped traffic back to Preston traffic",0,2017-06-04 21:49:29+00:00
"Road construction, right lane closed in NorthSide on N Sam Houston Pkwy EB from The Hardy Toll Rd to John F Kennedy Blvd, delay of 10 mins",0,2017-06-02 16:14:45+00:00
"Road construction, right lane closed in NorthSide on N Sam Houston Pkwy EB from The Hardy Toll Rd to John F Kenn... ",0,2017-06-02 15:34:47+00:00
"Closed due to accident in MeyerPark on 610 S Lp EB after S. Post Oak and before Stella Link Rd, stopped traffic back to Beechnut traffic",0,2017-06-01 17:02:27+00:00
"Closed due to accident in MeyerPark on 610 S Lp EB after S. Post Oak and before Stella Link Rd, stopped traffic back to Braeswood traffic",0,2017-06-01 16:54:37+00:00
Closed due to accident in MeyerPark on 610 S Lp EB after S. Post Oak and before Stella Link Rd traffic ,0,2017-06-01 16:51:02+00:00
